comments,price,storeName,title
2万+,4738.00,京东电竞手机官方旗舰店,Apple【京东电竞】苹果 iPhone 13（A2634）全网通5G手机 午夜色 全网通 128GB【官方标配】
3,7349.00,鲲鹏手机专营店,Apple 苹果 iPhone 12 Pro Max全新未拆封未激活支持移动联通电信双卡5g全网通 海蓝色 128GB
1000+,3379.00,拍拍严选官方旗舰店,Apple 苹果 iPhone 12 手机 二手手机 苹果手机 国行 优品 9新黑色 128GB
39,7980.00,恒泽数码买手店,Apple iPhone 13 pro max支持移动联通电信5G 美版 石墨色 13 promax 6.7寸 全网通128GB
5000+,3018.00,小意思二手商品专营店,Apple iPhone Xs max 苹果xsmax 双卡双待 二手手机 二手苹果手机 9成新 银色 256G全网通
13,3699.00,阿积士通讯专营店,APPLEAPPLE 苹果（Apple） Apple苹果12 mini iPhone 可合约 黑色 5G版 64G
200+,6199.00,淘金手机旗舰店,Apple 苹果 iPhone 14 Plus 5G手机 128GB 蓝色 官方标配
2000+,9399.00,Apple嘉世优品专卖店,Apple iPhone 14 Pro Max (A2896) 全网通5G 手机 双卡双待 暗紫色 128G 【 2 年原装电池保+买家秀+运费险】
2000+,6999.00,好采机二手手机旗舰店,激活未使用Apple iPhone 13Pro 苹果13 Pro 国行原装二手5G手机 远峰蓝 256G全网通【电池效率100%】 准新
0,2999.00,正合数码海外专营店,Apple iPhone 11 pro Max 全新美版苹果11手机通 苹果11Pro手机 苹果 11  6.1寸  黑色  64GB海外版全新库存机
1000+,9849.00,佳沪电商旗舰店,Apple 苹果 iPhone 14 Pro Max 5G手机 暗紫色 全网通 256GB 官方标配【含20w普通闪充】
47,3899.00,旭翼数码专营店,苹果（Apple） Apple 苹果 iPhone 11 手机通4G手机 移动联通电信ios 简装版 绿色 64G
200+,3098.00,莫拉克手机专营店,苹果Apple iPhone SE (第二代)  SE2全网通4G手机A13芯片 白色 256GB新包装
25,4688.00,席泰数码专营店,Apple 苹果 iPhone 13 mini(A2629) 5G手机 全网通 苹果单卡手机 蓝色 128GB【官方标配】
1万+,4899.00,千瑞达手机旗舰店,Apple苹果13 iPhone 13 5G手机 双卡双待 蓝色 全网通 128GB+20W闪充
500+,5129.00,拍拍严选尖货旗舰店,苹果 iPhone 12 Pro Max 手机 苹果12ProMax 拍拍严选二手手机 苹果二手手机 海蓝色 128 9成新
1000+,3028.00,盘酷优品二手手机专营店,Apple iPhone 12 苹果12 双卡双待国行全网通  5G二手手机二手95新 白色【赠5件套】 【95新】64G
2000+,8099.00,京联通达旗舰店,手机apple 苹果14pro (A2892) iPhone 14pro 新品 5G手机 暗紫色 128G（搭配20W闪充+碎屏险）
2万+,4818.00,耐谷手机旗舰店,Apple 苹果13 iPhone 13 支持移动联通电信5G 双卡双待手机 粉色 128GB
100+,8699.00,淘好货手机海外买手店,苹果Apple iPhone 13 Pro MAX  5G全网通手机 双卡双待 全新未激活 港版  银色 6.7英寸 128GB
1000+,5999.00,Apple羽通专卖店,Apple iPhone 14（A2884）支持移动电信联通5G双卡双待手机 黑色 128G【官方标配】
1000+,4659.00,拍拍严选尖货旗舰店,Apple 苹果13 iPhone 13 移动联通电信苹果5G 二手手机 国行 二手苹果手机 蓝色 256G
100+,8699.00,淘好货手机海外买手店,苹果Apple iPhone 13 Pro MAX  5G全网通手机 双卡双待 全新未激活 港版  银色 6.7英寸 128GB
1000+,5999.00,Apple羽通专卖店,Apple iPhone 14（A2884）支持移动电信联通5G双卡双待手机 黑色 128G【官方标配】
2000+,3099.00,靓机基地二手手机专营店,Apple 苹果 iPhone xsmax   二手手机 二手苹果手机  国行  双卡双待 99新 银色 256G【精选-电池效能100%】送快充套装
2000+,7479.00,盘酷优品二手手机专营店,苹果13 Pro Max Apple iPhone 13 Pro Max 二手5G手机 远峰蓝色 128G全网通5G 准新
2000+,9688.00,久汇通手机旗舰店,Apple 苹果14 iPhone 14 Pro 5G手机（苹果12 pro 白条12期分期可选） 暗紫色 5G版 256G
100+,13519.00,拍拍严选官方旗舰店,Apple 苹果 iPhone 14 Pro Max (A2896) 二手手机 5G全网通 金色 1T
99,3098.00,莫拉克手机专营店,Apple苹果 iPhone SE第二代(A2298）苹果SE2学生手机 白色 256GB
1000+,9099.00,茄子手机旗舰店,Apple 苹果 iPhone 14 Pro Max(A2896) 全网通5G手机 128GB暗紫色 官方标配 【搭配 20W品牌充头+碎屏险】
1000+,2989.00,拍拍严选官方旗舰店,Apple 苹果 iPhone 11 手机 二手苹果 苹果手机 国行 优品 95新紫色 128GB
1000+,6199.00,零一店二手商品专营店,Apple iPhone 14 Plus支持移动联通电信5G苹果14 Plus二手手机全国联保 准新 紫色 128GB【全国联保300天+】
31,2249.00,小意思二手商品专营店,Apple iPhone Xs max 苹果Xsmax 双卡双待 二手手机 二手苹果手机 95新 银色 64G全网通
1000+,4899.00,浙江电信京东自营旗舰店,Apple iPhone 13 (A2634) 128GB 午夜色 支持移动联通电信5G 双卡双待手机（浙江电信）
26,4599.00,云南联通京东自营旗舰店,Apple iPhone 13 mini (A2629) 128GB 蓝色 手机 支持移动联通电信5G【老用户专享】
500+,7099.00,拍拍严选尖货旗舰店,Apple iPhone 13 Pro 支持移动联通电信苹果5G 二手手机 国行 苍岭绿 256G
2000+,1649.00,晨冠二手手机专营店,苹果x 手机 Apple iPhone X 二手手机
0,6899.00,中国电信自营旗舰店,Apple * iPhone 14 支持移动联通电信 双卡双待全网通5G手机 256GB 午夜色 电信用户专享优惠
2000+,3859.00,拍拍严选官方旗舰店,【资源机】Apple 苹果 iPhone 13 mini 全网通 国行 5G 二手手机 粉色 99新【128G】
100+,9739.00,京东移动生态自营专区,Apple iPhone 14 Pro Max 5G 双卡双待手机 暗紫色 256G【移动用户专享】【无线充套装】
2000+,2188.00,萤火虫二手手机专营店,苹果12mini Apple iPhone 12mini 二手手机 5G全网通 黑色【人气推荐】 95新 64G 全网通
2000+,6859.00,传奇二手商品专营店,Apple iPhone 13 Pro Max 苹果13 ProMax 二手手机 5G 国行双卡双待 银色 128GB 99成新
1万+,4739.00,京联通达旗舰店,手机apple 苹果12 全新 iPhone 12 5G手机 黑色 128G（标配）
2000+,8689.00,微焱数码旗舰店,Apple 苹果 iPhone 14 pro 5G手机 暗紫色 256G
500+,9899.00,Apple产品企业京东自营旗舰店,Apple iPhone 14 Pro Max 256GB 暗紫色A2896手机 支持移动联通电信5G MQ8A3CH/A【企业客户专享】
1000+,7329.00,拍拍严选尖货旗舰店,【资源机】Apple iPhone 13 Pro  苹果13pro 5G手机 二手手机 国行全网通 99新远峰蓝色电池效率100% 256G
1000+,1849.00,忠诚优品二手手机专营店,Apple iPhone XR 苹果xr二手手机国行双卡双待全网通|6.1英寸全面屏游戏|可免息分息 黑色 128G 全网通 99成新
500+,8878.00,耐谷手机旗舰店,Apple 苹果13Pro Max iPhone 13Pro Max 5G手机 远峰蓝色 128GB
80,1499.00,小意思二手商品专营店,Apple iPhone X 苹果 X 二手手机 二手苹果手机 5.8英寸 国行 面容识别 95新 银色 64G全网通
2000+,2399.00,悦蜂二手手机专营店,Apple苹果11Pro iPhone 11 Pro 二手苹果手机  全面屏
1万+,3299.00,京粉二手手机旗舰店,Apple iPhone 12(A2404)苹果12国行公开版5G双卡双待二手手机99新 绿色 128G全网通『赠20W PD闪充』
1万+,10199.00,京东之家官方旗舰店,【京东之家】Apple 苹果 iPhone 13ProMax(A2644)苹果13promax 手机 256G 远峰蓝色 套装一：搭配90天碎屏保障
8,4799.00,乐卞通讯专营店,Apple 苹果 iPhone 13 mini 新款手机 5.4英寸 全网通5G手机单卡 蓝色 128GB
100+,13129.00,拍拍严选官方旗舰店,Apple 苹果 iPhone 14 Pro Max (A2896) 二手手机 5G全网通 暗紫色 1T
10,11999.00,银河信业专营店,苹果Apple iPhone 14Pro Max 全网通5G手机 暗紫色 256GB
2000+,12599.00,酷族数码旗舰店,Apple 苹果 iPhone 14 Pro Max  苹果14promax 5G手机3全网通 暗紫色 256G 套餐三：搭配 24期白条免息
2000+,3099.00,靓机基地二手手机专营店,Apple 苹果 iPhone xsmax   二手手机 二手苹果手机  国行  双卡双待 99新 银色 256G【精选-电池效能100%】送快充套装
2000+,4099.00,爱相随二手手机专营店,Apple iPhone 12Pro 二手苹果12Pro 二手苹果手机 5G双卡双待 海蓝色 128G 全网通 95成新
2000+,3419.00,拍拍严选官方旗舰店,Apple iPhone 13 mini 支持移动联通电信苹果5G 二手手机 星光色 128GB
2000+,509.00,果美严选二手手机专营店,Apple iPhone 苹果6s/6sPlus 苹果二手手机 备用机全网通 苹果6s 金色 64G【100%品牌电池】+【充电器套装】 9成新
2000+,4458.00,悦蜂二手手机专营店,苹果12Pro Max Apple iPhone 12ProMax 5G手机 二手手机 海蓝色【店长推荐】 95成新 128G
200+,6199.00,酷族数码旗舰店,Apple 苹果 iPhone 13 (A2634) 全网通5G手机 128G 星光色 套装四：24期白条分期免息
500+,8799.00,重庆电信京东自营旗舰店,Apple iPhone 13 Pro (A2639) 256GB 远峰蓝色 支持移动联通电信5G 双卡双待全网通手机
31,2249.00,小意思二手商品专营店,Apple iPhone Xs max 苹果Xsmax 双卡双待 二手手机 二手苹果手机 95新 银色 64G全网通
6,7300.00,恒泽数码买手店,Apple原装 苹果 iPhone 12 Pro Max 美版正品 银色 MAX 256GB美版
38,6399.00,久汇通手机旗舰店,Apple 苹果 iPhone 14 Plus(A2888) 5G手机（现货速发 白条12期分期可选） 128GB 午夜色 官方标配+(20W闪充 +无线充套装)
500+,7699.00,在一起二手手机专营店,Apple 苹果13 ProMax iPhone 13ProMax 二手手机 二手苹果手机 远峰蓝色 512G 全网通 99成新
500+,4099.00,无忧二手手机专营店,苹果12pro Apple iPhone 12 Pro（A2408）国行二手5G手机 海蓝色 256G 全网通 9成新
1000+,4659.00,拍拍严选尖货旗舰店,Apple 苹果13 iPhone 13 移动联通电信苹果5G 二手手机 国行 二手苹果手机 蓝色 256G
1000+,2428.00,拾锦二手商品专营店,Apple iPhone 11 Pro 苹果11 Pro 二手苹果手机 大陆国行全网通二手95新 暗夜绿色 64GB【赠送5件套】
100+,4799.00,拍拍严选尖货旗舰店,【仅激活未使用】苹果 Apple iPhone 13 5G手机 展示机  二手手机 蓝色【99新】 128G
1000+,5499.00,Apple嘉世优品专卖店,Apple iPhone 13 (A2634) 全网通5G 手机 A15芯片 绿色 128G【12期白条免息+全国联保无忧】
0,1899.00,森博威数码海外专营店,Apple 苹果 iPhone SE2  4.7英寸通4G 全新海外版 无锁 SE2 红色 64GB 海外版全新库存机
100+,6999.00,豪机汇二手手机专营店,Apple 苹果 iPhone 13 ProMax苹果13ProMax二手苹果手机国行原装 二手99新 石墨色 256G 全网通 95新
2,3899.00,亿品汇旗舰店,Apple iPhone 全新未激活 苹果11Pro 移动联通电信全网通4G手机 金色 64GB
0,12799.00,锋锋通讯香港手机买手店,苹果（Apple） iPhone 14 Pro Max (A2896) 支持联通移动电信 5G 海外版 暗紫色 512GB
2000+,5799.00,上海移动京东官方自营旗舰店,Apple iPhone 12 (A2404) 128GB 黑色 支持移动联通电信5G 双卡双待手机
2,4599.00,旭翼数码专营店,苹果（Apple） Apple iPhone 12 (A2404) 白色 支持移动联通 红色 256  红色 64GB
18,799.00,小意思二手商品专营店,Apple iPhone 6s Plus 苹果6sPlus 二手手机 二手苹果手机国行 9新 玫瑰金 64G全网通
2000+,778.00,悦蜂二手手机专营店,苹果7 Plus Apple iPhone 7plus 手机 二手手机 磨砂黑 9成新 128GB
2000+,4899.00,零一店二手商品专营店,Apple 苹果 iPhone 12 Pro国行原装移动联通电信双卡原装二手手机 海蓝色 128GB【未激活未使用】 准新
2000+,5999.00,爱相随二手手机专营店,Apple iPhone 12 Pro Max 苹果12promax二手手机苹果手机  99成新 海蓝色 512G【评价有礼】
2000+,1688.00,零一店二手商品专营店,官换未激活苹果7Plus手机Apple iPhone 7Plu二手手机国行资源机准新 红色 128G 【准新机电池效率100% 】
200+,6559.00,拍拍严选官方旗舰店,苹果 13pro Apple iPhone 13 pro  国行 二手手机 5G 优品 银色95新 128G
0,55555.00,拍拍严选尖货旗舰店,Apple 苹果 iPhone 14 Pro (A2892)  二手手机 5G通 双卡 99暗紫色 512G
1万+,2849.00,拍拍严选官方旗舰店,Apple iPhone 苹果12 mini 手机  二手手机 支持移动联通电信5G 学生机 黑色 128GB
200+,5469.00,头号卖家旗舰店,【分期免息可选】Apple 苹果 iPhone 14 (A2884) 5G 双卡双待手机 星光色 128G Apple20W充头套餐
2000+,1396.00,京致二手手机专营店,苹果X 二手苹果手机 Apple iPhone X 全网通 游戏拍照手机 二手手机 二手9成新 银白色 64G全网通【100%电池】+【充电器套装】
5000+,2699.00,悦蜂二手手机专营店,苹果12二手 Apple iPhone 12 二手苹果手机 5G手机
2000+,1899.00,传奇二手商品专营店,苹果X Apple iPhone X 二手手机 二手苹果手机 二手苹果x 大陆国行 全面屏 4G手机 银色【3C认证品牌全新电池 效率100% 】 256G 全网通 99成新
8,3599.00,阿积士通讯专营店,APPLE 苹果（Apple） iPhone 11 全网通4G 移动联通电信io可合约 红色 64G
500+,8199.00,拍拍严选尖货旗舰店,【资源机】Apple iPhone 13 Pro Max 苹果13promax 二手手机 99新银色电池效率100% 256GB
2000+,649.00,机淘淘二手商品专营店,Apple iPhone se 苹果se 国行4G全网通 苹果二手手机 二手手机 9成新 深空灰 64G 全网通（100%电池）
5000+,4699.00,蜜茶手机旗舰店,Apple 苹果 iPhone 12 (A2404)  苹果12 双卡双待 5G手机 黑色 128G 官方标配
200+,2219.00,首昕二手手机专营店,Apple  苹果 iPhone XS 苹果xs 国行 原装 二手手机 全网通 现货速发 白色【赠:5件套】 256G 95新
1000+,2239.00,京选二手手机专营店,Apple iPhone 11 苹果11 二手手机 二手苹果手机11 双卡双待全网通 游戏手机 黑色【品牌电池100%】 128G 全网通 95新
2000+,1788.00,悦蜂二手手机专营店,苹果11 Apple iPhone 11 二手苹果手机 游戏手机
52,3399.00,宇航手机专营店,苹果Apple iPhone SE 三代(A2785) 智能手机 新品SE3 移动联通电信5G手机 红色 64GB
27,5168.00,席泰数码专营店,Apple 苹果 iPhone 13 (A2634) 全网通 5G双卡手机13 粉色 128GB【官方标配】
1000+,1829.00,可乐二手手机专营店,【焕新机】苹果11 Apple iPhone 11二手苹果手机 游戏手机 4G 双卡双待 黑色 64G【第三方屏幕】 9成新
500+,4349.00,佳沪电商旗舰店,Apple 苹果 iPhone 13 mini 5G手机 星光色 全网通 128GB【搭配90天碎屏保障】
81,5449.00,博恒聚优旗舰店,Apple 苹果 iPhone 14 (A2884)  支持移动联通电信5G 双卡双待手机 星光色 128G 套餐一：搭配90天碎屏保
4,5399.00,中国电信自营旗舰店,Apple* iPhone 13双卡双待全网通5G手机 绿色128G  电信用户专享
30,7399.00,亿品汇旗舰店,Apple iPhone 苹果12 Pro Max (A2412) 256GB 海蓝色 移动联通电信 海蓝色 128GB+20W原装充电
18,799.00,小意思二手商品专营店,Apple iPhone 6s Plus 苹果6sPlus 二手手机 二手苹果手机国行 9新 玫瑰金 64G全网通
2000+,778.00,悦蜂二手手机专营店,苹果7 Plus Apple iPhone 7plus 手机 二手手机 磨砂黑 9成新 128GB
2000+,4899.00,零一店二手商品专营店,Apple 苹果 iPhone 12 Pro国行原装移动联通电信双卡原装二手手机 海蓝色 128GB【未激活未使用】 准新
0,1799.00,正合数码海外专营店,Apple 苹果 iPhone SE2  4.7英寸通4G 全新海外版 无锁 SE2 黑色 64GB 美版全新库存机
2000+,5999.00,爱相随二手手机专营店,Apple iPhone 12 Pro Max 苹果12promax二手手机苹果手机  99成新 海蓝色 512G【评价有礼】
200+,6559.00,拍拍严选官方旗舰店,苹果 13pro Apple iPhone 13 pro  国行 二手手机 5G 优品 银色95新 128G
0,55555.00,拍拍严选尖货旗舰店,Apple 苹果 iPhone 14 Pro (A2892)  二手手机 5G通 双卡 99暗紫色 512G
500+,1038.00,京致二手手机专营店,Apple iPhone SE 2 苹果se2大陆国行 A13芯片4G全网通 二手备用机同苹果8外观 黑色 64G+【充电器套装】 95成新
1万+,2849.00,拍拍严选官方旗舰店,Apple iPhone 苹果12 mini 手机  二手手机 支持移动联通电信5G 学生机 黑色 128GB
200+,5469.00,头号卖家旗舰店,【分期免息可选】Apple 苹果 iPhone 14 (A2884) 5G 双卡双待手机 星光色 128G Apple20W充头套餐
15,569.00,拍拍严选尖货旗舰店,【焕新机】Apple iPhone SE 苹果se二手手机  苹果二手手机 银色 32G
2000+,1396.00,京致二手手机专营店,苹果X 二手苹果手机 Apple iPhone X 全网通 游戏拍照手机 二手手机 二手9成新 银白色 64G全网通【100%电池】+【充电器套装】
2000+,1488.00,零一店二手商品专营店,官换未激活苹果7Plus手机Apple iPhone 7Plu二手手机国行资源机准新 银色 32G 【准新机电池效率100% 】
1000+,2799.00,龙飞优品二手手机专营店,苹果12二手 Apple iPhone 12 二手苹果手机 5G手机 黑色 64GJQJQ电池100+赠20W闪充 99成新
15,6499.00,ZHIHUITONG海外专营店,Apple/苹果 iPhone 14 Pro/Max智能手机美版有锁不能插卡WIFI游戏手机 14Pro银色 美版有锁不能插卡 256GB
2000+,1899.00,传奇二手商品专营店,苹果X Apple iPhone X 二手手机 二手苹果手机 二手苹果x 大陆国行 全面屏 4G手机 银色【3C认证品牌全新电池 效率100% 】 256G 全网通 99成新
8,3599.00,阿积士通讯专营店,APPLE 苹果（Apple） iPhone 11 全网通4G 移动联通电信io可合约 红色 64G
1000+,1748.00,拾锦二手商品专营店,苹果8Plus手机 Apple iPhone 8Plus 苹果8P国行 全网通更换品胜电池 金色 256G全网通 99成新
500+,8199.00,拍拍严选尖货旗舰店,【资源机】Apple iPhone 13 Pro Max 苹果13promax 二手手机 99新银色电池效率100% 256GB
2000+,649.00,机淘淘二手商品专营店,Apple iPhone se 苹果se 国行4G全网通 苹果二手手机 二手手机 9成新 深空灰 64G 全网通（100%电池）
100+,7999.00,四川联通京东自营旗舰店,Apple iPhone 13 Pro(A2639)128GB 苍岭绿色 支持移动联通电信5G 双卡双待手机
5000+,4699.00,蜜茶手机旗舰店,Apple 苹果 iPhone 12 (A2404)  苹果12 双卡双待 5G手机 黑色 128G 官方标配
200+,2219.00,首昕二手手机专营店,Apple  苹果 iPhone XS 苹果xs 国行 原装 二手手机 全网通 现货速发 白色【赠:5件套】 256G 95新
500+,1665.00,优质二手手机专营店,苹果X手机 Apple iPhone X 二手手机国行 黑色 256G 【赠配件礼包】9成新
1000+,2239.00,京选二手手机专营店,Apple iPhone 11 苹果11 二手手机 二手苹果手机11 双卡双待全网通 游戏手机 黑色【品牌电池100%】 128G 全网通 95新
2000+,1788.00,悦蜂二手手机专营店,苹果11 Apple iPhone 11 二手苹果手机 游戏手机
52,3399.00,宇航手机专营店,苹果Apple iPhone SE 三代(A2785) 智能手机 新品SE3 移动联通电信5G手机 红色 64GB
27,5168.00,席泰数码专营店,Apple 苹果 iPhone 13 (A2634) 全网通 5G双卡手机13 粉色 128GB【官方标配】
51,3199.00,旭翼数码专营店,苹果（Apple） Apple 苹果 iPhone Xs 手机 可办理合约 金色 全网通64G
1000+,1829.00,可乐二手手机专营店,【焕新机】苹果11 Apple iPhone 11二手苹果手机 游戏手机 4G 双卡双待 黑色 64G【第三方屏幕】 9成新
1000+,4679.00,拍拍严选尖货旗舰店,【资源机】Apple iPhone 13 苹果13手机 5G手机 二手手机 拍拍严选 国行全网通 99新星光色电池效率100% 128GB
8,4469.00,八连星手机专营店,苹果（Apple） Apple iPhone 13 mini (A2629) 全网通5G 双卡双待手 蓝色 128GB
1000+,3549.00,零一店二手商品专营店,激活未使用Apple iPhone 13 mini苹果13mini 手机5G二手手机支持移动联通电信 粉色 128G 全网通 99成新
20,3199.00,亿品汇旗舰店,Apple 苹果 iPhone XS全新未拆封全网通4G手机可办合约 金色 4G全网通 64G
2000+,4849.00,四川电信京东自营旗舰店,Apple iPhone 13 (A2634) 128GB 粉色 支持移动联通电信5G 双卡双待手机
90,6349.00,百德顺手机专营店,Apple 苹果 iPhone 14 Plus（A2888）苹果14plus 手机 星光色 128GB 官方标配
500+,7464.00,拾锦二手商品专营店,苹果13 Pro Max 国行 全网通 iPhone 13 Pro Max二手5G手机 远峰蓝 128G 全网通 配20W快充 准新
100+,9999.00,柑恒通讯香港手机买手店,Apple 苹果14 Pro 手机支持移动联通电信 iPhone 14 Pro Max 双卡双待手机
1000+,8698.00,鹏瑶旗舰店,Apple 苹果 iPhone 13 Pro(A2639)苹果14店内可选5G手机 远峰蓝色 全网通 256GB(官方标配)
4,2259.00,齐天手机专营店,AppleApple 苹果 iPhone SE(A2298) 手机全网通4G全新未拆封 白色 全网通 64GB
11,5899.00,粤和数码买手店,Apple 苹果 iPhone 14 Plus 14 Pro Max 双卡双待5G手机 新功能灵动岛
500+,4153.00,拾锦二手商品专营店,苹果12 Apple iPhone 12 苹果12 6.1寸双卡双待 二手5G手机 蓝色 256GB 全网通5G 99成新
2000+,1659.00,青橙严选二手手机专营店,苹果 Apple 苹果8plus 二手手机 iPhone 8plus 二手苹果手机 全网通 95新 金色 128G(全新电池效率100%)
9,1509.00,众致优品二手手机专营店,Apple苹果 Xs 手机 二手国行 iPhone xs 备用机学生机
1万+,4959.00,京选二手手机专营店,Apple 苹果13 iPhone 13 移动联通电信苹果5G 二手手机 国行 全网通 星光色 256G 全网通 99成新
0,4699.00,森博威数码海外专营店,海外直邮 Apple 苹果13系列手机 iPhone 13 Pro Max 智能手机 全新机 高刷新 13银白色 6.1英寸  256G 单机（移动联通）美版有锁带卡贴
500+,4899.00,APPLE鼎峰专卖店,Apple 苹果 iPhone 12 （苹果13店内可选）5G手机 双卡双待 蓝色 全网通128GB（官方标配）
500+,4199.00,拍拍严选官方旗舰店,【资源机】Apple苹果 iPhone 13 mini 二手手机 国行 拍拍严选 5G手机 午夜色 256G
500+,1665.00,优质二手手机专营店,苹果X手机 Apple iPhone X 二手手机国行 黑色 256G 【赠配件礼包】9成新
200+,2999.00,在一起二手手机专营店,Apple iPhone 12 苹果12 二手手机 5G双卡双待 全网通 9新 黑色【店长推荐】 128G 全网通(评价送好礼)
200+,2648.00,盘酷优品二手手机专营店,苹果11 Apple iPhone 11 双卡双待 国行 更换品胜高续航电池二手苹果手机95新 白色 128G全网通 99成新
1000+,1718.00,万事达二手手机专营店,Apple iPhone XR 苹果xr双卡6.1寸大屏二手手机 备用机学生机工作机 面容解锁 95新 黑色 64G全新品牌电池(100%电池效率)
6,7599.00,在一起二手手机专营店,Apple iPhone 14 Pro (A2892) 支持移动联通电信5G 双卡双待二手手机 暗紫色 128GB【官方在保200天】 准新
1000+,3329.00,在一起二手手机专营店,Apple iPhone 13mini(A2629) 苹果13mini 二手苹果手机 5G全网通 蓝色 【95新】128G
200+,2079.00,拍拍严选尖货旗舰店,Apple iPhone XSMAX 苹果XSMAX二手手机全网通4G 双卡双待 金色 64G
8,3888.00,神锌讯数码专营店,Apple 苹果 iPhone XSMax全网通全新原装正品未拆封未激活原封机4G 金色 64G
500+,2349.00,龙飞优品二手手机专营店,苹果12二手 Apple iPhone 12 mini 二手苹果手机 5G A14芯片 12mini单卡 白色 64G 99成新
23,2799.00,来鸭数码二手手机专营店,Apple 苹果 iPhone 12 苹果12 原装国行 双卡双待 全网通5G 苹果手机 二手手机 蓝色 64G 9成新
2,16599.00,阿积士通讯专营店,APPLE 苹果（Apple） iPhone 14 Pro Max (A2896) 支持移动联通电信 银色 1TB
200+,2079.00,拍拍严选尖货旗舰店,Apple iPhone XSMAX 苹果XSMAX二手手机全网通4G 双卡双待 金色 64G
500+,4153.00,拾锦二手商品专营店,苹果12 Apple iPhone 12 苹果12 6.1寸双卡双待 二手5G手机 蓝色 256GB 全网通5G 99成新
2000+,1659.00,青橙严选二手手机专营店,苹果 Apple 苹果8plus 二手手机 iPhone 8plus 二手苹果手机 全网通 95新 金色 128G(全新电池效率100%)
9,1509.00,众致优品二手手机专营店,Apple苹果 Xs 手机 二手国行 iPhone xs 备用机学生机
0,5999.00,中国电信自营旗舰店,Apple * iPhone 14 支持移动联通电信 双卡双待全网通5G手机 128GB 蓝色 电信用户专享优惠
11,5999.00,中国移动终端京东自营旗舰店,Apple iPhone 14 (A2884) 128GB 蓝色 支持移动联通电信5G 双卡双待手机
11,5899.00,粤和数码买手店,Apple 苹果 iPhone 14 Plus 14 Pro Max 双卡双待5G手机 新功能灵动岛
5000+,559.00,拍拍严选官方旗舰店,【焕新机】Apple iPhone 6S Plus 苹果6splus二手手机   二手手机 金色 32G
0,4699.00,森博威数码海外专营店,海外直邮 Apple 苹果13系列手机 iPhone 13 Pro Max 智能手机 全新机 高刷新 13银白色 6.1英寸  256G 单机（移动联通）美版有锁带卡贴
500+,4899.00,APPLE鼎峰专卖店,Apple 苹果 iPhone 12 （苹果13店内可选）5G手机 双卡双待 蓝色 全网通128GB（官方标配）
500+,4199.00,拍拍严选官方旗舰店,【资源机】Apple苹果 iPhone 13 mini 二手手机 国行 拍拍严选 5G手机 午夜色 256G
200+,2999.00,在一起二手手机专营店,Apple iPhone 12 苹果12 二手手机 5G双卡双待 全网通 9新 黑色【店长推荐】 128G 全网通(评价送好礼)
200+,2648.00,盘酷优品二手手机专营店,苹果11 Apple iPhone 11 双卡双待 国行 更换品胜高续航电池二手苹果手机95新 白色 128G全网通 99成新
1000+,1718.00,万事达二手手机专营店,Apple iPhone XR 苹果xr双卡6.1寸大屏二手手机 备用机学生机工作机 面容解锁 95新 黑色 64G全新品牌电池(100%电池效率)
6,7599.00,在一起二手手机专营店,Apple iPhone 14 Pro (A2892) 支持移动联通电信5G 双卡双待二手手机 暗紫色 128GB【官方在保200天】 准新
1000+,3329.00,在一起二手手机专营店,Apple iPhone 13mini(A2629) 苹果13mini 二手苹果手机 5G全网通 蓝色 【95新】128G
8,3888.00,神锌讯数码专营店,Apple 苹果 iPhone XSMax全网通全新原装正品未拆封未激活原封机4G 金色 64G
500+,2349.00,龙飞优品二手手机专营店,苹果12二手 Apple iPhone 12 mini 二手苹果手机 5G A14芯片 12mini单卡 白色 64G 99成新
2,16599.00,阿积士通讯专营店,APPLE 苹果（Apple） iPhone 14 Pro Max (A2896) 支持移动联通电信 银色 1TB
23,2799.00,来鸭数码二手手机专营店,Apple 苹果 iPhone 12 苹果12 原装国行 双卡双待 全网通5G 苹果手机 二手手机 蓝色 64G 9成新
0,5999.00,中国电信自营旗舰店,Apple * iPhone 14 支持移动联通电信 双卡双待全网通5G手机 128GB 星光色
31,8099.00,云达手机专营店,Apple 苹果 iPhone 12 Pro Max (A2412) 移动联通电信5G手机 银色 全网通 256GB
2000+,3058.00,萤火虫二手手机专营店,苹果12 Apple iPhone 12 苹果12二手 游戏手机 5G 二手苹果手机 黑色【人气推荐】 95新 128G 全网通【配件大礼包】
2000+,13347.00,Apple产品京东自营旗舰店,Apple iPhone 13ProMax(A2644)1T苍岭绿色支持移动联通电信5G双卡双待手机【1年期官方AppleCare+版】
25,1799.00,小意思二手商品专营店,Apple iPhone XR 苹果 Xr 二手手机  二手苹果手机 6.1英寸 国行全网通 95新 白色 64G全网通
2000+,2199.00,靓机基地二手手机专营店,Apple 苹果 iPhone xr 二手手机 二手苹果手机 双卡双待 备用机 学生机 99新 白色 128G【精选-电池效能100%】送快充套装
2万+,1748.00,卡仕盾优品二手手机专营店,苹果8Plus手机 Apple iPhone 8Plus 苹果8P 二手手机 深空灰 99新 256G【JQ电池100分+闪充20W】
2万+,5438.00,疆界互联旗舰店,Apple 苹果 iPhone 14（A2884）苹果14 5G手机全网通 午夜色 128G 官方标配【搭配 20W品牌闪充】
